clean_text,reminder system,reward programme,misselling,product pricing,customer service,output,label
sms reminders creditcardco vague cryptic supposed remember due date without clear information confusingmessages,0.9953102469444275,0.0003027682250831276,0.0003205117827747017,0.00011628488573478535,0.003950188402086496,reminder system,reminder system
credit card rewards program creditcardco convoluted even figure redeem points rewardfrustration,0.00016728347691241652,0.9993393421173096,0.00018461536092218012,9.191992285195738e-05,0.00021679847850464284,reward programme,reward programme
hey creditcardco integrating payment reminder ales viual assistant platforms like siri google assistant would make convenient customers stay informed paymentreminders,0.9742342233657837,0.0016151185845956206,0.0004649614274967462,0.0005899136886000633,0.02309577539563179,reminder system,reminder system
discovered creditcardco called exclusive offer retired pensioners nothing trap hidden fees high costs pushing financial hardship deceptivesales misselling,0.00019793430692516267,0.00046790234046056867,0.9972398281097412,0.0018819398246705532,0.00021246391406748444,misselling,misselling
notification creditcardco changes credit limit arrived already made large purchase poor timing lack consideration untimelycommunication,0.1713162213563919,0.03086029924452305,0.14196106791496277,0.0060670278035104275,0.6497954726219177,customer service,reminder system
feeling betrayed creditcardco marketed product specifically retired pensioners promising financial security burdened unmanageable debt targetedexploitation misselling,7.306366751436144e-05,0.00013896540622226894,0.99924236536026,0.00024202694476116449,0.00030359241645783186,misselling,misselling
trusted creditcardco products suitable retired pensioners took advantage vulnerability high cost product sold causing immense financial stress predatorypractices misselling,7.197848026407883e-05,0.0001247543259523809,0.9959533214569092,0.003686537966132164,0.0001634337822906673,misselling,misselling
loyal customer creditcardco reward program feels like one sided deal annual fee keeps increasing rewards keep shrinking unbalanced,0.0017032435862347484,0.9811091423034668,0.009017568081617355,0.0003113408456556499,0.007858704775571823,reward programme,reward programme
creditcardco reward program needs major overhaul accumulated many points redemption options lackluster uninspiring rewardprogramfail,0.00016554011381231248,0.9991084933280945,0.0006684702238999307,1.6167805370059796e-05,4.127814099774696e-05,reward programme,reward programme
feeling betrayed creditcardco marketed product specifically retired pensioners promising financial security burdened unmanageable debt targetedexploitation misselling,7.306366751436144e-05,0.00013896540622226894,0.99924236536026,0.00024202694476116449,0.00030359241645783186,misselling,misselling
feeling frustrated creditcardco reward program points expire quickly making impossible save meaningful redemption shoexpiration,0.0006619472987949848,0.9982576966285706,0.00044074893230572343,0.00014383190136868507,0.0004957917262800038,reward programme,reward programme
due date reminders creditcardco easily overlooked cluttered inbox need attention grabbing format subject line getnoticed,0.9882746338844299,0.0006251964950934052,0.0034412206150591373,0.0007118635694496334,0.006946993991732597,reminder system,reminder system
choosing right credit card requires careful consideration interest rates fees rewards programs impoant compare options making decision creditcardselection,0.008279222063720226,0.7471091747283936,0.05080480873584747,0.008368794806301594,0.18543802201747894,reward programme,reward programme
creditcardco always send impoant updates weekends holidays customer service unavailable inconvenient frustrating pooiming,0.00021950296650175005,4.7836132580414414e-05,0.0006214935565367341,0.0011400248622521758,0.9979711771011353,customer service,reminder system
feeling scammed creditcardco convinced purchase high cost product promising incredible benefits turned total rip fraudulentsales misselling,3.03423912555445e-05,0.00014135891979094595,0.9982954859733582,0.0010894362349063158,0.00044327156501822174,misselling,misselling
apologize inconvenience caused pricing structure rest assured committed providing competitive transparent pricing benefits customers thank feedback transparentpolicies,0.014519225805997849,0.04161595553159714,0.036914337426424026,0.08069652318954468,0.8262539505958557,customer service,product pricing
creditcardco high default interest rates like want profit people financial struggles exploitativepricing,0.07008980959653854,0.07572753727436066,0.6382162570953369,0.12282761186361313,0.09313873946666718,misselling,product pricing
thank bringing issue altered product pricing attention value feedback committed considering impact customers making changes customerfirst,4.845361763727851e-05,6.894888065289706e-05,8.839822839945555e-05,0.996940553188324,0.002853683428838849,product pricing,product pricing
apologize inconvenience caused pricing structure feedback impoant committed evaluating adjusting fees better align customer needs thank input customercentricapproach,0.005863352213054895,0.01665516197681427,0.016271650791168213,0.03398067504167557,0.9272292256355286,customer service,product pricing
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,9.851851791609079e-05,0.00017778918845579028,0.0001265709288418293,0.9977851510047913,0.0018119349842891097,product pricing,product pricing
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,9.851851791609079e-05,0.00017778918845579028,0.0001265709288418293,0.9977851510047913,0.0018119349842891097,product pricing,product pricing
thank sharing concerns altered product pricing genuinely appreciate feedback committed considering impact customers making pricing decisions customerimpactconsidered,0.0015060390578582883,0.0027648769319057465,0.002253682352602482,0.9767373204231262,0.016738034784793854,product pricing,product pricing
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,9.851851791609079e-05,0.00017778918845579028,0.0001265709288418293,0.9977851510047913,0.0018119349842891097,product pricing,product pricing
dear creditcardco offering two day grace period payment due date could helpful customers occasionally miss deadline paymentreminders,0.3421068787574768,0.08209439367055893,0.010076035745441914,0.027910500764846802,0.5378121733665466,customer service,reminder system
apologize inconvenience caused timing communication feedback impoant working enhancing communication strategies ensure timely effective delivery thank patience improvedtimeliness,0.2053295522928238,0.056517455726861954,0.09081575274467468,0.025029819458723068,0.6223073601722717,customer service,reminder system
hey creditcardco sending payment reminders day due date counterproductive give customers enough time respond lastminutereminder,0.7089265584945679,0.020183298736810684,0.11301781237125397,0.0013644291320815682,0.15650787949562073,reminder system,reminder system
creditcardco always send impoant updates peak business hours difficult reach customer service consider availability inconvenienttiming,0.013678507879376411,0.0031084835063666105,0.02459261566400528,0.002902263542637229,0.9557181596755981,customer service,reminder system
apologize inconvenience caused timing communication feedback impoant working enhancing communication strategies ensure timely effective delivery thank patience improvedtimeliness,0.2053295522928238,0.056517455726861954,0.09081575274467468,0.025029819458723068,0.6223073601722717,customer service,reminder system
hey creditcardco sending payment due reminders due date passed counterproductive improve timing latereminder,0.4028008282184601,0.035004787147045135,0.11437796801328659,0.007534375414252281,0.44028204679489136,customer service,reminder system
credit card rewards programs offer value essential assess spending habits choose program aligns personal preferences rewardsevaluation,0.00020169281924609095,0.9990765452384949,0.000300212181173265,8.289251127280295e-05,0.00033859044197015464,reward programme,reward programme
suggestion creditcardco implement mobile app feature sends push notifications payment reminders ensuring timely payments paymentreminders,0.7572669386863708,0.024171005934476852,0.011102343909442425,0.012206442654132843,0.19525328278541565,reminder system,reminder system
hey creditcardco integrating payment reminder ales viual assistant platforms like siri google assistant would make convenient customers stay informed paymentreminders,0.9742342233657837,0.0016151185845956206,0.0004649614274967462,0.0005899136886000633,0.02309577539563179,reminder system,reminder system
suggestion creditcardco explore option sending payment reminders social media platforms like twitter facebook quick easy access paymentreminders,0.7908016443252563,0.012586968950927258,0.004424871876835823,0.007501549553126097,0.18468503654003143,reminder system,reminder system
dear creditcardco providing option customers schedule payment reminder calls texts specific times suit preferences would helpful paymentreminders,0.5484813451766968,0.006603502202779055,0.003359695663675666,0.002310455311089754,0.4392450153827667,reminder system,reminder system
suggestion creditcardco offering dedicated mobile app widget displays upcoming payment due dates home screen would serve constant reminder paymentreminders,0.8864416480064392,0.009225727990269661,0.0039512584917247295,0.005110885947942734,0.09527049958705902,reminder system,reminder system
understand impoance timely communication feedback valuable actively working enhance timing messages better serve thank patience improvedtiming,0.22438962757587433,0.1431829035282135,0.13132454454898834,0.06580175459384918,0.43530118465423584,customer service,reminder system
kudos creditcardco interactive chatbot service payment reminders user friendly accessible way receive notifications paymentreminders,0.23597140610218048,0.023711130023002625,0.002626829082146287,0.000990539789199829,0.7367001175880432,customer service,reminder system
apologize inconvenience caused timing communication feedback impoant working enhancing communication strategies ensure timely effective delivery thank patience improvedtimeliness,0.2053295522928238,0.056517455726861954,0.09081575274467468,0.025029819458723068,0.6223073601722717,customer service,reminder system
credit card received creditcardco match features rewards adveised letdown mismatchedoffer,0.00040747778257355094,0.979557454586029,0.008924058638513088,0.00021226766693871468,0.010898783802986145,reward programme,reward programme
curious learn new credit card schemes creditcardco offer better rewards perks compared existing ones competition,0.00012355795479379594,0.9985591173171997,6.656405457761139e-05,0.00010924456728389487,0.001141533488407731,reward programme,reward programme
received promotional email creditcardco limited time offer expired even read improve timing please missedoppounity,0.08761613070964813,0.5676921010017395,0.05409810692071915,0.018954094499349594,0.2716396152973175,reward programme,reminder system
impressed generous rewards program offered creditcardco able earn valuable points redeem amazing perks rewardingexperience,5.121780122863129e-05,0.999841570854187,5.209109076531604e-05,1.8446076865075156e-05,3.668083809316158e-05,reward programme,reward programme
understand impoance timely communication feedback valuable actively working enhance timing messages better serve thank patience improvedtiming,0.22438962757587433,0.1431829035282135,0.13132454454898834,0.06580175459384918,0.43530118465423584,customer service,reminder system
announcement creditcardco schemes generating buzz reserve opinion information eligibility criteria rewards structure informeddecisions,0.0025043683126568794,0.992689847946167,0.0007710214704275131,0.00046866314369253814,0.0035660932771861553,reward programme,reward programme
beware creditcardco tactics pushed high cost product suit needs shameful sales practices deceptivesales misselling,3.9936243410920724e-05,6.631942960666493e-05,0.9974350333213806,0.0022804075852036476,0.00017832186131272465,misselling,misselling
discovered creditcardco called exclusive offer retired pensioners nothing trap hidden fees high costs pushing financial hardship deceptivesales misselling,0.00019793430692516267,0.00046790234046056867,0.9972398281097412,0.0018819398246705532,0.00021246391406748444,misselling,misselling
realized high cost product purchased credit card completely misrepresented creditcardco unacceptable missold misselling,7.838475721655414e-05,7.36041838536039e-05,0.7898086905479431,0.20988304913043976,0.0001562877296237275,misselling,misselling
thanks credit card rewards program redeemed points free flight best feeling ever rewardsprogram,0.00020910434250254184,0.9994368553161621,6.796309753553942e-05,0.00013738124107476324,0.00014866395213175565,reward programme,reward programme
apologize timing communication feedback valuable working improve effectiveness relevance messages thank bringing attention timelycommunication,0.3531120717525482,0.20134146511554718,0.15278691053390503,0.04826074466109276,0.2444988191127777,reminder system,reminder system
hey creditcardco integrating payment reminders popular personal finance apps would convenient users stay top payments paymentreminders,0.9919107556343079,0.002338359598070383,0.00039300424396060407,0.0007305177859961987,0.00462736189365387,reminder system,reminder system
credit card rewards earned regular spending impoant assess whether benefits offset potential interest charges fees rewardsassessment,0.00703282980248332,0.9535291194915771,0.020147060975432396,0.0102510591968894,0.009039896540343761,reward programme,reward programme
grateful creditcardco competitive cashback program rewarding earn money back spending cashbackbonanza,0.00015120992611628026,0.9981184005737305,0.00016192409384530038,9.888428030535579e-05,0.0014695600839331746,reward programme,reward programme
received credit card offer creditcardco rewards program align spending habits research mismatchedoffer,0.0002814899489749223,0.9901771545410156,0.007369432132691145,0.0002520672860555351,0.0019198349909856915,reward programme,reward programme
hey creditcardco incorporating sms based payment reminders direct link one click payment could simplify process customers paymentreminders,0.8613736033439636,0.0085041094571352,0.003569892840459943,0.0016493682051077485,0.1249031126499176,reminder system,reminder system
refreshing see company take responsibility mis selling credit card kudos bank acknowledging issue working towards fair resolution appreciate commitment customer satisfaction accountability impressed,0.0001944050018209964,0.0007865524385124445,0.7754627466201782,6.924733315827325e-05,0.22348695993423462,misselling,misselling
mis selling incidents frustrating glad bank listened concerns took corrective measures regained trust addressing situation promptly thank valuing customers trustrestored happycustomer,9.124320058617741e-05,0.00064559729071334,0.9799457788467407,8.641422755317762e-05,0.01923098973929882,misselling,misselling
hats bank transparency accountability acknowledged mis selling credit cards reached affected customers offered suitable solutions refreshing see integrity transparency impressive,0.006569674238562584,0.003845220897346735,0.6679311990737915,0.007564222440123558,0.3140896260738373,misselling,misselling
got caught mis selling incident credit card bank resolution team top rectified issue swiftly leaving positive impression thanks quick response effectiveresolution satisfiedcustomer,3.2645493774907663e-05,0.0001527613349026069,0.7803618907928467,0.00044900024659000337,0.21900366246700287,misselling,misselling
seriously creditcardco justify exorbitant annual fees high interest rates feels like rip unfairpricing,0.05478722229599953,0.015526153147220612,0.6765797734260559,0.21033050119876862,0.04277632385492325,misselling,product pricing
creditcardco pricing structure maze navigate hidden fees penalties confusing terms make impossible understand paying transparencyplease,0.07904264330863953,0.08480203151702881,0.18750479817390442,0.5441439747810364,0.10450652986764908,product pricing,product pricing
got hit unexpected charges creditcardco upfront pricing pricesurprise,0.028621571138501167,0.01409919373691082,0.08624652773141861,0.8468963503837585,0.02413632906973362,product pricing,product pricing
loyal customer expect better creditcardco arbitrary pricing changes leaving sour taste mouth customerdissatisfaction,0.0049816337414085865,0.005395455285906792,0.15720005333423615,0.09288210421800613,0.7395407557487488,customer service,product pricing
dear creditcardco tiered pricing system seems like way squeeze money hardworking individuals pricediscrimination,0.14128969609737396,0.07289312034845352,0.5293340682983398,0.23204784095287323,0.024435238912701607,misselling,product pricing
tired creditcardco unpredictable pricing time transparency fair treatment customers pricestability,0.014789337292313576,0.005422177724540234,0.027767308056354523,0.07794491201639175,0.874076247215271,customer service,product pricing
hey creditcardco pricing changes without warning making difficult budget get consistency please budgetingnightmare,0.07446964085102081,0.044981177896261215,0.09316791594028473,0.6591857075691223,0.12819556891918182,product pricing,product pricing
creditcardco pricing games driving crazy like never ending roller coaster charges fees pricemadness,0.0006760519463568926,0.0002697344752959907,0.005333870183676481,0.9932251572608948,0.0004952052840963006,product pricing,product pricing
frustrating creditcardco lures customers low introductory rates skyrocket later deceptive pricing please falsepromises,0.004459504969418049,0.013663163408637047,0.6110042333602905,0.2874762713909149,0.0833967998623848,misselling,product pricing
dear creditcardco pricing tactics predatory unfair stop preying people financial vulnerability unethicalpricing,0.00017210251826327294,7.598705269629136e-05,0.9971518516540527,0.0017849860014393926,0.0008150343783199787,misselling,product pricing
hey creditcardco hidden fees fine print masterclass deceptive pricing time clean act pricingtricks,0.024764228612184525,0.02345467545092106,0.7636602520942688,0.15553392469882965,0.032586876302957535,misselling,product pricing
creditcardco pricing structure nightmare like want confuse frustrate customers purpose customerexploitation,0.006451779510825872,0.00491719925776124,0.12955157458782196,0.8370415568351746,0.02203785628080368,product pricing,product pricing
hey creditcardco pricing touch reality people struggling making worse unjust charges insensitivepricing,0.0206674225628376,0.024064896628260612,0.5901642441749573,0.3063192069530487,0.05878426879644394,misselling,product pricing
creditcardco pricing structure designed trap people debt time prioritize financial well profits debttrap,0.05522170290350914,0.030483845621347427,0.4006458520889282,0.4704538881778717,0.04319477453827858,product pricing,product pricing
dear creditcardco pricing changes like bad soap opera think another twist neverendingfees,0.11880470812320709,0.006796768866479397,0.1767714023590088,0.6508158445358276,0.046811290085315704,product pricing,product pricing
creditcardco pricing transparency non existent time come clean stop hiding behind confusing terms conditions hiddencharges,0.016093408688902855,0.01486849132925272,0.22413434088230133,0.6853444576263428,0.05955924466252327,product pricing,product pricing
creditcardco pricing structure maze escape time simplify provide clarity customers pricingconfusion,0.13963979482650757,0.022095324471592903,0.09470496326684952,0.5812060236930847,0.16235387325286865,product pricing,product pricing
another month another surprise fee creditcardco like making charges see much get away feefrustration,0.04366249963641167,0.10292397439479828,0.49369606375694275,0.11315883696079254,0.24655863642692566,misselling,product pricing
thank bringing issue altered product pricing attention take customer impact seriously carefully consider aspects making changes future customercentricapproach,3.670872683869675e-05,6.71702073304914e-05,3.6612949770642444e-05,0.9996265172958374,0.00023305007198359817,product pricing,product pricing
tired creditcardco predatory pricing structure intentionally keep interest rates sky high trap customers debt predatorylending,0.06440848857164383,0.0360938161611557,0.5459114909172058,0.31159910559654236,0.04198702052235603,misselling,product pricing
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,8.737143798498437e-05,0.0003176104510203004,0.0003027034690603614,0.0006340646650642157,0.9986582398414612,customer service,product pricing
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,8.737143798498437e-05,0.0003176104510203004,0.0003027034690603614,0.0006340646650642157,0.9986582398414612,customer service,product pricing
frustrated creditcardco pricing structure purposely make terms confusing take advantage customers lack understanding exploitativepractices,0.03234691545367241,0.017983453348279,0.4173538386821747,0.4682498574256897,0.06406592577695847,product pricing,product pricing
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,8.928479655878618e-05,0.00031629332806915045,0.00011670848471112549,0.9985973238945007,0.0008803595555946231,product pricing,product pricing
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,8.928479655878618e-05,0.00031629332806915045,0.00011670848471112549,0.9985973238945007,0.0008803595555946231,product pricing,product pricing
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,8.928479655878618e-05,0.00031629332806915045,0.00011670848471112549,0.9985973238945007,0.0008803595555946231,product pricing,product pricing
feeling deceived creditcardco reward program enticing sign bonus turned nearly impossible achieve due hidden spending requirements falsepromises,0.0002589240320958197,0.9948235750198364,0.0044815316796302795,5.0768881919793785e-05,0.00038513136678375304,reward programme,reward programme
feeling frustrated creditcardco reminder system unreliable inconsistent afford keep missing due dates latepaymentissues,0.9990123510360718,5.42081288585905e-05,0.0001153903576778248,2.701372250157874e-05,0.0007910262211225927,reminder system,reminder system
received notice creditcardco reducing cashback percentage consider would affect loyal customers rewardsdevaluation,0.1005258560180664,0.417149156332016,0.11990112066268921,0.0054968055337667465,0.3569270372390747,reward programme,reward programme
hey creditcardco reward points low redemption value disheaening see little loyalty woh undervaluedrewards,0.0009172619320452213,0.9935018420219421,0.0037764417938888073,0.000896599143743515,0.0009079018491320312,reward programme,reward programme
creditcardco still using carrier pigeons send due date reminders slow unreliable leaves room errors pigeonmailissues,0.5937390923500061,0.061677079647779465,0.07056379318237305,0.009163124486804008,0.26485684514045715,reminder system,reminder system
excited hear new credit card schemes announced creditcardco looking forward exploring benefits rewards offer creditcardschemes,0.07173532247543335,0.8044987916946411,0.026675928384065628,0.02858603000640869,0.06850383430719376,reward programme,reward programme
checks voicemail days creditcardco using voicemail primary mode sending reminders ineffective outdated voicemailwoes,0.9722753763198853,0.0007349321385845542,0.0008760201744735241,7.788512448314577e-05,0.026035867631435394,reminder system,reminder system
creditcardco sales representative misled buying expensive product need feeling cheated deceived misselling,2.9010952857788652e-05,0.00011006229760823771,0.997285008430481,0.0006903287721797824,0.0018856087699532509,misselling,misselling
reward program offered creditcardco simply woh high spending requirements minimal benefits make hassle perk notwohit,0.00011658506991807371,0.9978946447372437,0.0016498420154675841,8.777169568929821e-05,0.0002511005732230842,reward programme,reward programme
missed another due date creditcardco reminder system sends notifications business hours reminders evening weekends limitedavailability,0.9979802370071411,0.00017909810412675142,0.00012263740063644946,1.3929436136095319e-05,0.0017041097162291408,reminder system,reminder system
hey creditcardco sending payment reminder day due date helpful give customers time take action lastminutereminder,0.6234757304191589,0.010275832377374172,0.012881980277597904,0.001566452905535698,0.35179996490478516,reminder system,reminder system
feeling deceived creditcardco reward program enticing sign bonus turned nearly impossible achieve due hidden spending requirements falsepromises,0.0002589240320958197,0.9948235750198364,0.0044815316796302795,5.0768881919793785e-05,0.00038513136678375304,reward programme,reward programme
smoke signals used creditcardco send reminders must fading quickly time upgrade efficient options smokesignalissues,0.9852164387702942,0.0011865178821608424,0.0013216325314715505,0.0003099724417552352,0.011965448968112469,reminder system,reminder system
email primary mode communication creditcardco still sending paper reminders often get lost mail paperwaste,0.9673842787742615,0.0026165780145674944,0.0025914807338267565,0.0002742807555478066,0.02713332325220108,reminder system,reminder system
beware creditcardco tactics pushed high cost product suit needs shameful sales practices deceptivesales misselling,3.9936243410920724e-05,6.631942960666493e-05,0.9974350333213806,0.0022804075852036476,0.00017832186131272465,misselling,misselling
customer service creditcardco needs serious improvement unhelpful lack knowledge reward program terms conditions poorsuppo,1.3964002391730901e-05,0.43269380927085876,0.00041096509085036814,4.987894499208778e-06,0.566876232624054,customer service,reward programme
creditcardco reward program needs upgrade lack innovative features personalized offers falling behind competitors market outdated,4.4111500756116584e-05,0.9994766116142273,0.0003959900641348213,2.4985207346617244e-05,5.831952148582786e-05,reward programme,reward programme
creditcardco sending reminders carrier pigeons might sound charming reliable timely birddeliveryfail,0.9842126965522766,0.0016197451623156667,0.002028547925874591,0.00043034294503740966,0.011708682402968407,reminder system,reminder system
creditcardco mobile push notification reminder option much effective relying emails calls outdatednotifications,0.9979661703109741,0.00020009353465866297,0.0002391490270383656,0.00017926844884641469,0.0014153592055663466,reminder system,reminder system
hey creditcardco reward points low redemption value disheaening see little loyalty woh undervaluedrewards,0.0009172619320452213,0.9935018420219421,0.0037764417938888073,0.000896599143743515,0.0009079018491320312,reward programme,reward programme
realized high cost product purchased credit card completely misrepresented creditcardco unacceptable missold misselling,7.838475721655414e-05,7.36041838536039e-05,0.7898086905479431,0.20988304913043976,0.0001562877296237275,misselling,misselling
feeling deceived creditcardco aggressive sales tactics pushed signing credit card hidden fees high interest rates missold,4.11731525673531e-05,5.6272408983204514e-05,0.9997085332870483,1.3190086065151263e-05,0.0001808310189517215,misselling,misselling
feeling scammed creditcardco convinced purchase high cost product promising incredible benefits turned total rip fraudulentsales misselling,3.03423912555445e-05,0.00014135891979094595,0.9982954859733582,0.0010894362349063158,0.00044327156501822174,misselling,misselling
tired receiving promotional emails creditcardco amazing reward program find offers irrelevant unattainable misleadingads,0.0013406937941908836,0.9893918037414551,0.005614599213004112,5.519113619811833e-05,0.003597645554691553,reward programme,reward programme
feeling frustrated creditcardco reward program annual fee keeps increasing benefits remain stagnant time switch better option timetomoveon,6.884212052682415e-05,0.9992408156394958,0.0003994903527200222,4.338136568549089e-05,0.0002474734792485833,reward programme,reward programme
carrier pigeons delivering creditcardco reminders must gotten lost please switch reliable methods pigeonpostfail,0.9424298405647278,0.0024703163653612137,0.003906974568963051,0.0004166897851973772,0.05077613517642021,reminder system,reminder system
years using creditcardco expected better reward program limited selection merchandise travel options disappointing limitedchoices,0.0004888675757683814,0.997539758682251,0.0014228990767151117,0.00017092649068217725,0.0003775324148591608,reward programme,reward programme
telegrams creditcardco due date reminders seriously time embrace modern efficient communication channels timetoupgrade,0.9885191321372986,0.0008817733614705503,0.0004391818365547806,0.00010417777230031788,0.01005579438060522,reminder system,reminder system
creditcardco reward program needs major overhaul accumulated many points redemption options lackluster uninspiring rewardprogramfail,0.00016554011381231248,0.9991084933280945,0.0006684702238999307,1.6167805370059796e-05,4.127814099774696e-05,reward programme,reward programme
trusted creditcardco took advantage trust sold ridiculously expensive product could gotten much less elsewhere exploitation misselling,9.999085159506649e-05,0.00029783547506667674,0.3222770392894745,0.6770888566970825,0.00023626373149454594,product pricing,misselling
customer service creditcardco needs serious improvement unhelpful lack knowledge reward program terms conditions poorsuppo,1.3964002391730901e-05,0.43269380927085876,0.00041096509085036814,4.987894499208778e-06,0.566876232624054,customer service,reward programme
creditcardco reward program needs upgrade lack innovative features personalized offers falling behind competitors market outdated,4.4111500756116584e-05,0.9994766116142273,0.0003959900641348213,2.4985207346617244e-05,5.831952148582786e-05,reward programme,reward programme
creditcardco reminder system allow customization want choose receive reminders align schedule onesizedoesntfitall,0.9992213845252991,2.7692914954968728e-05,3.398962871870026e-05,8.13730093796039e-06,0.0007087466074153781,reminder system,reminder system
reward program offered creditcardco simply woh high spending requirements minimal benefits make hassle perk notwohit,0.00011658506991807371,0.9978946447372437,0.0016498420154675841,8.777169568929821e-05,0.0002511005732230842,reward programme,reward programme
hey creditcardco changing rewards redemption rates without notice unfair customers say decisions unilateralchanges,0.0004561918321996927,0.9900561571121216,0.0015925662592053413,0.0003109025419689715,0.007584244478493929,reward programme,reward programme
tired receiving promotional emails creditcardco amazing reward program find offers irrelevant unattainable misleadingads,0.0013406937941908836,0.9893918037414551,0.005614599213004112,5.519113619811833e-05,0.003597645554691553,reward programme,reward programme
feeling frustrated creditcardco reward program annual fee keeps increasing benefits remain stagnant time switch better option timetomoveon,6.884212052682415e-05,0.9992408156394958,0.0003994903527200222,4.338136568549089e-05,0.0002474734792485833,reward programme,reward programme
received due date reminder letter creditcardco week due date helpful slowmaildelivery,0.3486371338367462,0.012543036602437496,0.008192474953830242,0.0035149562172591686,0.6271123886108398,customer service,reminder system
trying redeem reward points flight creditcardco blackout dates restrictions make nearly impossible find suitable time redemptionhurdles,0.00023454676556866616,0.9985976815223694,0.00020690460223704576,8.930981857702136e-05,0.000871591386385262,reward programme,reward programme
hey creditcardco adveise amazing rewards offer limited availability feels like bait switch tactic falsepromises,0.0035523290280252695,0.8567871451377869,0.10979858040809631,0.0013482914073392749,0.028513750061392784,reward programme,reward programme
smoke signals used creditcardco reminders keep getting lost wind need reliable communication method inefficientsmokesignals,0.9891334772109985,0.0004240143462084234,0.001208533183671534,0.0001097030981327407,0.009124191477894783,reminder system,reminder system
big thumbs creditcardco exceptional rewards redemption process straightforward hassle free easyredemption,0.0001141626707976684,0.9992085099220276,0.0001516829215688631,1.566696482768748e-05,0.0005099360714666545,reward programme,reward programme
years using creditcardco expected better reward program limited selection merchandise travel options disappointing limitedchoices,0.0004888675757683814,0.997539758682251,0.0014228990767151117,0.00017092649068217725,0.0003775324148591608,reward programme,reward programme
set reminders creditcardco app never seem work unreliable defeating purpose reminder feature appglitch,0.9127431511878967,0.018777647987008095,0.049910739064216614,0.0009131325059570372,0.01765524037182331,reminder system,reminder system
shoutout creditcardco exceptional suppo resolving credit card reward redemption issue patiently worked resolve problem credited missing rewards highly appreciated rewardredemption,0.002333888551220298,0.7415659427642822,0.004407054278999567,0.000666455423925072,0.2510267198085785,reward programme,reward programme
trying reach customer suppo inquire reward points keep transferring one depament another creditcardco get act together customerservicefail,0.0047474997118115425,0.3545719385147095,0.031297314912080765,0.0022995679173618555,0.6070836782455444,customer service,reward programme
finally managed redeem reward points weeks back foh creditcardco customer service process complicated redemptionstruggles,0.00014291612023953348,0.11704546213150024,2.250290162919555e-05,5.091990897199139e-05,0.8827381730079651,customer service,reward programme
finally got credit card issue resolved shout customer service team handling mis selling situation promptly professionally kudos greatservic problemsolved,5.6014519941527396e-05,7.436353917000815e-05,0.21478934586048126,3.783154897973873e-05,0.7850424647331238,customer service,misselling
